Item Classification,Item Type,Item ID,Item ID,SOP# or item shortname convention,Course Title (include Site),Revision Number,"Revision Date
(dd/mmm/yyyy)",Course Description,Domain,Assignment Type,"Approval Date 
(dd/mmm/yyyy)",Item Category,Item Sub-type,Version,Initial Number,Initial Period,Initial Basis,Content Item Link,Content Item ID,Status Check - AB,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0014,LSG-BED-QC-LI-0014,QC-LI-0014,QC - Percent solids (Bedford and Chelmsford MA Site),A,13-Nov-19,LI QC - Overview of how to run a POROS percent solid test using a moisture balance,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,% Solids.ppt,LSG-BED-QC-LI-0014-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0015,LSG-BED-QC-LI-0015,QC-LI-0015,QC - Porosimetry - Autopore Testing & Analysis (Bedford and Chelmsford MA Site),A,17-Oct-23,"LI QC - Autopore Porosimetry LI training covers:
Associated Documents and Resources
Equipment and Materials
Set Up
Testing
Cleaning
Data Processing",BED,Required (REQ),10/17/2023,LSG (LSG),eLearning,A,28,Days,Event,Autopore Porosimetry Learn-It.pptx,LSG-BED-QC-LI-0015-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0016,LSG-BED-QC-LI-0016,QC-LI-0016,QC - Porosimetry Testing (Mercury Recycling) (Bedford and Chelmsford MA Site),OBS per CO2438216,14-Nov-19,LI QC - Covers handling and disposal for mercury,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,OBS per CO2438216,28,Days,Event,QC - Porosimetry Testing (Mercury Recycling).pptx,LSG-BED-QC-LI-0016-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0017,LSG-BED-QC-LI-0017,QC-LI-0017,QC - Porosimetry Testing (Pore Mode Determination) (Bedford and Chelmsford MA Site),OBS per CO2438216,13-Nov-19,LI QC - A basic Learn It Test For QC - Porosimetry Testing - Overview and Operation,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,OBS per CO2438216,28,Days,Event,QC-Porosimetry Testing (Pore Mode Determination) .pptx,LSG-BED-QC-LI-0017-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0018,LSG-BED-QC-LI-0018,QC-LI-0018,QC - Porosimetry Testing (Results Analysis) (Bedford and Chelmsford MA Site),OBS per CO2438216,13-Nov-19,LI QC - Review of data analysis steps to determine the pore mode of the intra-particle pores within POROS R from porosimetry result files. ,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,OBS per CO2438216,28,Days,Event,QC-Porosimetry Testing (Results Analysis).pptx,LSG-BED-QC-LI-0018-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0019,LSG-BED-QC-LI-0019,QC-LI-0019,QC - Porosimetry Testing - Safety (Bedford and Chelmsford MA Site),A,30-Nov-21,LI QC - A basic Learn It Test For QC - Porosimetry Testing - Safety,BED,Required (REQ),11/30/2021,LSG (LSG),eLearning,A,28,Days,Event,Maintenance VFD Programming Training.pptx,LSG-BED-QC-LI-0019-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0020,LSG-BED-QC-LI-0020,QC-LI-0020,QC - Process Scale Fines (Packed Bed Height) (Bedford and Chelmsford MA Site),A,15-Nov-19,LI QC - A basic Learn It Test For QC - Process Scale Fines (Packed Bed Height),BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,PSF.pptx,LSG-BED-QC-LI-0020-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0021,LSG-BED-QC-LI-0021,QC-LI-0021,QC - TOC Sampling (Packed Bed Height) (Bedford and Chelmsford MA Site),A,15-Nov-19,LI QC - Covers what TOC is and notes on sampling.,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,Facility Water Monitoring TOC Sampling.docx,LSG-BED-QC-LI-0021-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0022,LSG-BED-QC-LI-0022,QC-LI-0022,QC- Turbidimeter (Packed Bed Height) (Bedford and Chelmsford MA Site),A,14-Nov-19,LI QC - A basic Learn It Test For QC- Turbidimeter,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,2 links,,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0023,LSG-BED-QC-LI-0023,QC-LI-0023,QC-Bioburden in POROS Media & Synthesis Polymers (Packed Bed Height) (Bedford and Chelmsford MA Site),A,22-Sep-20,LI QC - A basic Learn It Test For QC-Bioburden in POROS Media & Synthesis Polymers,BED,Required (REQ),9/22/2020,LSG (LSG),eLearning,A,28,Days,Event,QC � Bioburden Levels in POROS Media and Synthesis Polymers.pptx,LSG-BED-QC-LI-0023-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0024,LSG-BED-QC-LI-0024,QC-LI-0024,Raw Material Inspection (Packed Bed Height) (Bedford and Chelmsford MA Site),A,19-Dec-23,LI QC - Training is focused on general chemical raw material inspection (excluding bulk tank solvents),BED,Required (REQ),12/19/2023,LSG (LSG),eLearning,A,28,Days,Event,Raw Material Inspection LI.pptx,LSG-BED-QC-LI-0024-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0025,LSG-BED-QC-LI-0025,QC-LI-0025,Raw Material Sampling Method (Packed Bed Height) (Bedford and Chelmsford MA Site),B,11-Mar-20,"LI QC - Training covers Retrieving data from SAP
Determining PPE Requirements
Tools/ Utilities
Sampling Locations
Waste Disposal
DC (White labels) & QC Inspected Labels",BED,Required (REQ),3/11/2020,LSG (LSG),eLearning,B,28,Days,Event,EHS- QC Sampling Method Learn It.pptx,LSG-BED-QC-LI-0025-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0026,LSG-BED-QC-LI-0026,QC-LI-0026,Safe Handling and Use of Liquid Nitrogen (Porosimeter)(Bedford and Chelmsford MA Site),A,30-May-23,"LI QC - All aspects related to handling, spills, and contact with liquid Nitrogen",BED,Required (REQ),5/30/2023,LSG (LSG),eLearning,A,28,Days,Event,TF Liquid Nitrogen.pptx,LSG-BED-QC-LI-0026-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0027,LSG-BED-QC-LI-0027,QC-LI-0027,Sedimentation Fines Test / Spec20 Calibration (Bedford and Chelmsford MA Site),A,13-Nov-19,LI QC - This training shows the steps required to calibrate the Spectro 20D Plus using Cobalt Chloride solutions and to run the sedimentation fines test using the Spectro 20D Plus.,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,QC - Sed Fines and Spec20 Calibration.pptx,LSG-BED-QC-LI-0027-C01,,
Online,eLearning (ELEARN),LSG-BED-QC-LI-0028,LSG-BED-QC-LI-0028,QC-LI-0028,Smart QC Read Only (Bedford and Chelmsford MA Sites),A,20-Nov-23,"LI QC - Covers how to login and navigate the Smart QC system interface, introduces critical features and demonstrates how to use standard search options and filters.",BED,Required (REQ),11/20/2023,LSG (LSG),eLearning,A,28,Days,Event,Read Only User Interface and Sample Status.pptx,LSG-BED-QC-LI-0028-C01,,
Online,eLearning (ELEARN),LSG-BED-QCAD-LI-0001,LSG-BED-QCAD-LI-0001,QCAD-LI-0001,QC Data Integrity (Bedford and Chelmsford MA Sites),B,26-Jan-26,LI QCAD - General data integrity guidelines for QC team members,BED,Required (REQ),1/26/2026,LSG (LSG),eLearning,B,28,Days,Event,Data Integrity.pptx,LSG-BED-QCAD-LI-0001-C01,,
Online,eLearning (ELEARN),LSG-BED-QCAD-LI-0002,LSG-BED-QCAD-LI-0002,QCAD-LI-0002,QC Data Security (Bedford and Chelmsford MA Sites),A,13-Nov-19,LI QCAD - General data data security guidelines for QC team members,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,QC Data Security and Integrity.pptx,LSG-BED-QCAD-LI-0002-C01,,
Online,eLearning (ELEARN),LSG-BED-QCAD-LI-0003,LSG-BED-QCAD-LI-0003,QCAD-LI-0003,UNICORN 7: Features & Modifications (Bedford and Chelmsford MA Sites),A,8-Mar-23,LI QCAD - Training intended for those operating AKTA instruments.,BED,Required (REQ),3/8/2023,LSG (LSG),eLearning,A,28,Days,Event,UNICORN 7.pptx,LSG-BED-QCAD-LI-0003-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0001,LSG-BED-SYN-LI-0001,SYN-LI-0001,Cleaning Chemistry Lab 1 (Bedford MA Site),A,14-Nov-19,LI SYN - Training covers how to properly clean lab.,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Chemistry Lab 1 Cleaning.pptx,LSG-BED-SYN-LI-0001-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0002,LSG-BED-SYN-LI-0002,SYN-LI-0002,Horiba pH Meter  (Bedford MA Site),A,15-Nov-19,LI SYN - A basic Learn It Test For Horiba pH Meter ,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,Horiba pH Meter Training Deck.pptx,LSG-BED-SYN-LI-0002-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0003,LSG-BED-SYN-LI-0003,SYN-LI-0003,Synthesis - Operating the 20L Reactor (Bedford MA Site),A,14-Nov-19,LI SYN - Covers use of reactor for CDP-star crude production,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,https://thermofisher.sharepoint.com/:p:/s/learn-it-bedford/EUaLtg-aYstJiCDS-HoNDRYBef8l-PtgZrlL-RZs2F92Mg?e=8hog7l,LSG-BED-SYN-LI-0003-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0004,LSG-BED-SYN-LI-0004,SYN-LI-0004,Synthesis - Operating the Large Rotovap (Bedford MA Site),A,14-Nov-19,LI SYN - A basic Learn It Test For Large Rotovap,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Rotovap.pptx,LSG-BED-SYN-LI-0004-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0005,LSG-BED-SYN-LI-0005,SYN-LI-0005,Synthesis - Small Scale Prep G-CL2-03 (Bedford MA Site),A,13-Nov-19,"LI SYN - Covers pump setup, running of sample and wrap up steps.",BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,Small Scale Prep.docx,LSG-BED-SYN-LI-0005-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0006,LSG-BED-SYN-LI-0006,SYN-LI-0006,Synthesis HPLC Prep (Bedford MA Site),A,14-Nov-19,LI SYN - A basic Learn It Test For Synthesis HPLC Prep,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Synthesis HPLC Prep.pptx,LSG-BED-SYN-LI-0006-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0007,LSG-BED-SYN-LI-0007,SYN-LI-0007,Synthesis Hydroxypropinitrile (Bedford MA Site),A,13-Nov-19,LI SYN - A basic Learn It Test For Synthesis Hydroxypropinitrile,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,https://thermofisher.sharepoint.com/:p:/s/learn-it-bedford/EWPeFiTzywNLgquYQjchiw4BBLg0j4pTBCpbtn57SNeK2w?e=EvOeiB,LSG-BED-SYN-LI-0007-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0008,LSG-BED-SYN-LI-0008,SYN-LI-0008,Synthesis NMR Submission (Bedford MA Site),A,13-Nov-19,LI SYN - A basic Learn It Test For Synthesis NMR Submission,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,NMR.pptx,LSG-BED-SYN-LI-0008-C01,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0009,LSG-BED-SYN-LI-0009,SYN-LI-0009,TBQ Monomer (Bedford MA Site),B,28-Jul-21,LI SYN - Provides overview and guidance for production of TBQ Monomer,BED,Required (REQ),7/28/2021,LSG (LSG),eLearning,B,28,Days,Event,2 links,,,
Online,eLearning (ELEARN),LSG-BED-SYN-LI-0010,LSG-BED-SYN-LI-0010,SYN-LI-0010,TBQ Polymer (Bedford MA Site),B,28-Jul-21,LI SYN - Consists of a video and presentation on production of TBQ polymer production,BED,Required (REQ),7/28/2021,LSG (LSG),eLearning,B,28,Days,Event,2 links,,,
Online,eLearning (ELEARN),LSG-BED-TPX-LI-0001,LSG-BED-TPX-LI-0001,TPX-LI-0001,Formulation Lab Best Practice (Bedford MA Site),A,15-Nov-19,LI TPX - A basic Learn It Test For Formulation Lab Best Practice,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,Formulation Lab Best Practices.pptx,LSG-BED-TPX-LI-0001-C01,,
Online,eLearning (ELEARN),LSG-BED-TPX-LI-0002,LSG-BED-TPX-LI-0002,TPX-LI-0002,Small Scale: Sysmex Filling & Labeling (Bedford MA Site),A,13-Nov-19,LI TPX - A basic Learn It Test For Small Scale: Sysmex Filling & Labeling,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,Sysmex Packaging.pptx,LSG-BED-TPX-LI-0002-C01,,
Online,eLearning (ELEARN),LSG-BED-TPX-LI-0003,LSG-BED-TPX-LI-0003,TPX-LI-0003,Sysmex Formulation (Bedford MA Site),A,15-Nov-19,LI TPX - A basic Learn It Test For Sysmex Formulation,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,Sysmex Formulation Training Deck .pptx,LSG-BED-TPX-LI-0003-C01,,
Online,eLearning (ELEARN),LSG-BED-TPX-LI-0004,LSG-BED-TPX-LI-0004,TPX-LI-0004,Tropix Oven Use (Bedford MA Site),A,1-Mar-23,"LI TPX - How to operate the ovens, how to set temperatures, Safety (ppe such as heat resistant gloves/how to avoid burns), how to use timer",BED,Required (REQ),3/1/2023,LSG (LSG),eLearning,A,28,Days,Event,Oven Use LI.pptx,LSG-BED-TPX-LI-0004-C01,,
Online,eLearning (ELEARN),LSG-BED-TPX-LI-0005,LSG-BED-TPX-LI-0005,TPX-LI-0005,Tropix Unattended Operations (Bedford MA Site),A,1-Mar-23,LI TPX - Training on how to use and fill out form,BED,Required (REQ),3/1/2023,LSG (LSG),eLearning,A,28,Days,Event,unattended LI.pptx,LSG-BED-TPX-LI-0005-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0002,LSG-BED-SMS-LI-0002,SMS-LI-0002,General Glassware Cleaning (Bedford and Chelmsford MA Sites),A,13-Nov-19,LI SMS - A basic Learn It Test For General Glassware Cleaning,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,https://thermofisher.sharepoint.com/:p:/s/learn-it-bedford/ERxTGtyRSRpIoae6hUTgUcABByDyA6hW34luLRexIrT_0g?e=SdIxBW,LSG-BED-SMS-LI-0002-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0003,LSG-BED-SMS-LI-0003,SMS-LI-0003,HE50 Acetic Acid Washes/Acetic Anhydride RXN (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For HE50 Acetic Acid Washes/Acetic Anhydride RXN,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,HE50 acetic anhydride Reaction.pptx,LSG-BED-SMS-LI-0003-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0004,LSG-BED-SMS-LI-0004,SMS-LI-0004,Packaging of Dry POROS (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For Packaging of Dry POROS,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Packaging of Dry POROS Training Deck .pptx,LSG-BED-SMS-LI-0004-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0005,LSG-BED-SMS-LI-0005,SMS-LI-0005,POROS - Moisture Balance Operation (Bedford and Chelmsford MA Sites),A,13-Nov-19,LI SMS - Training for POROS - Moisture Balance Operation,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,Moisture Balance Operation.ppt,LSG-BED-SMS-LI-0005-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0006,LSG-BED-SMS-LI-0006,SMS-LI-0006,POROS - Oxygen Meter Operation (Bedford MA Site),A,14-Feb-20,LI SMS - Training for POROS - Oxygen Meter Operation,BED,Required (REQ),2/14/2020,LSG (LSG),eLearning,A,28,Days,Event,Oxygen Meter Operation.ppt,LSG-BED-SMS-LI-0006-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0007,LSG-BED-SMS-LI-0007,SMS-LI-0007,POROS EP220 RXN (Bedford MA Site),A,22-Feb-21,LI SMS - Overview for the manufacture of POROS EP220,BED,Required (REQ),2/22/2021,LSG (LSG),eLearning,A,28,Days,Event,POROS EP220 Reation.pptx,LSG-BED-SMS-LI-0007-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0008,LSG-BED-SMS-LI-0008,SMS-LI-0008,POROS Lab -  Sintered Funnel Batch Washing (Bedford MA Site),A,14-Nov-19,LI SMS - Covers how to properly wash POROS using a sintered funnel,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab - Sintered Funnel Batch Washing.pptx,LSG-BED-SMS-LI-0008-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0009,LSG-BED-SMS-LI-0009,SMS-LI-0009,POROS Lab - A220 Coating (Bedford MA Site),A,13-Nov-19,LI SMS - Training covers A220 coating process,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS A220_Coating.pptx,LSG-BED-SMS-LI-0009-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0010,LSG-BED-SMS-LI-0010,SMS-LI-0010,POROS Lab - A50 Coupling (Bedford MA Site),A,14-Nov-19,LI SMS - Training covers A50 coupling process,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS A50 Coupling.pptx,LSG-BED-SMS-LI-0010-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0011,LSG-BED-SMS-LI-0011,SMS-LI-0011,POROS Lab - Facility Cleaning (Bedford MA Site),A,13-Nov-19,LI SMS - Covers how to perform facility cleaning in the 2 Preston Court POROS Lab,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab Facility Cleaning.pptx,LSG-BED-SMS-LI-0011-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0012,LSG-BED-SMS-LI-0012,SMS-LI-0012,POROS Lab - General Buffer Prep (Bedford MA Site),A,15-Nov-19,LI SMS - A basic learn it for how to make the general buffers,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,Buffer prep compressed file.pptx,LSG-BED-SMS-LI-0012-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0013,LSG-BED-SMS-LI-0013,SMS-LI-0013,POROS LAB - Glass Reactor Set-up (Bedford MA Site),B,13-Jul-21,LI SMS - This training will demonstrate the steps for a trained technician to follow when setting up a glass reactor.,BED,Required (REQ),7/13/2021,LSG (LSG),eLearning,B,28,Days,Event,Glass Reactor Set-Up Learn It.ppt,LSG-BED-SMS-LI-0013-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0014,LSG-BED-SMS-LI-0014,SMS-LI-0014,POROS Lab - GTMAC RXN (Bedford MA Site),A,14-Nov-19,LI SMS -  Training covers the lab scale GTMAC rxn,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Lab Scale GTMAC Reaction.pptx,LSG-BED-SMS-LI-0014-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0015,LSG-BED-SMS-LI-0015,SMS-LI-0015,POROS Lab - HE50 Amine Reaction (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For POROS Lab - HE50 Amine Reaction,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,HE50 amine Reaction.pptx,LSG-BED-SMS-LI-0015-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0016,LSG-BED-SMS-LI-0016,SMS-LI-0016,POROS Lab - Omega Temperature Logger (Bedford MA Site),A,13-Nov-19,LI SMS - Training covers how to use and retrieve data from the Omega Temp Loggers,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab - Omega Temperature Logger.pptx,LSG-BED-SMS-LI-0016-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0017,LSG-BED-SMS-LI-0017,SMS-LI-0017,POROS Lab - Pepsin Reaction (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For POROS Lab - Pepsin Reaction,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Pepsin Reaction.pptx,LSG-BED-SMS-LI-0017-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0018,LSG-BED-SMS-LI-0018,SMS-LI-0018,POROS Lab - Temperature Controllers (Bedford MA Site),A,13-Nov-19,LI SMS - A basic Learn It Test For POROS Lab - Temperature Controllers,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab - Temperature Contollers.pptx,LSG-BED-SMS-LI-0018-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0019,LSG-BED-SMS-LI-0019,SMS-LI-0019,POROS Lab - Waste Streams (Bedford MA Site),A,13-Nov-19,LI SMS - A basic Learn It Test For POROS Lab - Waste Streams,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,Poros Lab Waste Systems.pptx,LSG-BED-SMS-LI-0019-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0020,LSG-BED-SMS-LI-0020,SMS-LI-0020,POROS Lab HE50 Heparin Rxn (Bedford MA Site),A,13-Nov-19,LI SMS - Covers steps involved for HE50 Heparin RXN,BED,Required (REQ),11/13/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab HE50 Heparin Rxn.pptx,LSG-BED-SMS-LI-0020-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0021,LSG-BED-SMS-LI-0021,SMS-LI-0021,POROS Lab Hot water washes (Bedford MA Site),A,15-Nov-19,LI SMS - A basic Learn It Test For POROS Lab Hot water washes,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab PI_HQ Hot Water Washes (1).pptx,LSG-BED-SMS-LI-0021-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0022,LSG-BED-SMS-LI-0022,SMS-LI-0022,POROS LAB: Chlorosulfonated Products Processing (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For POROS LAB: Chlorosulfonated Products Processing,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Chlorosulfonated Product Processing.pptx,LSG-BED-SMS-LI-0022-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0023,LSG-BED-SMS-LI-0023,SMS-LI-0023,Process Tank Operation & Cleaning (Bedford MA Site),A,14-Nov-19,LI SMS - A basic Learn It Test For Process Tank Operation & Cleaning,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,Process Tank Operation and cleaning.pptx,LSG-BED-SMS-LI-0023-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0024,LSG-BED-SMS-LI-0024,SMS-LI-0024,Process Water Port Sanitization (Bedford MA Site),A,9-Aug-24,LI SMS - Training covers 2P POROS Lab standards for water port sanitization,BED,Required (REQ),8/9/2024,LSG (LSG),eLearning,A,28,Days,Event,POROS Lab Process Water System Sanitization.pptx,LSG-BED-SMS-LI-0024-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0025,LSG-BED-SMS-LI-0025,SMS-LI-0025,R210 Sonication (Bedford MA Site),A,14-Nov-19,LI SMS - Covers setup and process for lab scale R sonication,BED,Required (REQ),11/14/2019,LSG (LSG),eLearning,A,28,Days,Event,R210 sonication Learn It.pptx,LSG-BED-SMS-LI-0025-C01,,
Online,eLearning (ELEARN),LSG-BED-SMS-LI-0026,LSG-BED-SMS-LI-0026,SMS-LI-0026,Raw Material Qualifications (Bedford MA Site),B,13-Jul-21,LI SMS - A basic Learn It Test For Raw Material Qualifications,BED,Required (REQ),7/13/2021,LSG (LSG),eLearning,B,28,Days,Event,Raw Material Functional Batch Qualification (1).pptx,LSG-BED-SMS-LI-0026-C01,,
Online,eLearning (ELEARN),LSG-BED-MFG-LI-0002,LSG-BED-MFG-LI-0002,MFG-LI-0002,Carboy Inspection (specs) (Bedford and Chelmsford MA Sites),A,5-Dec-19,"LI MFG - Training to inspect carboys before use by MFG and after filled by QC
Objective of training is to understand which carboys should be rejected to align to work centers quality expectations.",BED,Required (REQ),12/5/2019,LSG (LSG),eLearning,A,28,Days,Event,Carboy Inspection.pptx,LSG-BED-MFG-LI-0002-C01,,
Online,eLearning (ELEARN),LSG-BED-MFG-LI-0003,LSG-BED-MFG-LI-0003,MFG-LI-0003,Carboy Washer (Bedford and Chelmsford MA Sites),A,15-Nov-19,LI MFG - Training covers how to use the carboy washer setup,BED,Required (REQ),11/15/2019,LSG (LSG),eLearning,A,28,Days,Event,https://thermofisher.sharepoint.com/:p:/s/learn-it-bedford/EYzhDFc3HxhLgRhgxRvofLABb8-PGVHPVbnN-w3G_4fljA?e=67X3Ui,LSG-BED-MFG-LI-0003-C01,,
