Item,Title,Security Domain ID,Assignment Type,Method ID,Source ID,Active,Safety Related,Create Date,Revision Number,Approved,Approval Date,Duration,Credit Hours,CPE Hours,Contact Hours,Description,SKU,Production Ready,Process ID,Approval Required,Initial Period,Initial Number,Initial Basis,Retraining Period,Retraining Number,Retraining Basis,Rating,Course ID
ELEARN LSG-BED-MFG-LI-0048 (Rev B - 21/Jan/2022 10:00 AM America/Indianapolis),POROS Line Clearance (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,21-Jan-22,,,,,LI MFG - Training on line clearance staging and expectations.,SKU-1673953,Y,,No,Days,28,Event,Days,90,Event,,
ELEARN LSG-BED-MFG-LI-0049 (Rev B - 09/Jul/2025 10:49 AM America/Indianapolis),POROS Manufacturing Scrapping In-Process (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,2-Oct-23,,,,,"LI MFG - This training will walk you through the process for ensuring the material is physically dispositioned properly, the documentation is fully cleaned up and given to QA, and the work order is managed properly",SKU-1673954,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0050 (Rev A - 19/Dec/2023 10:00 AM America/Indianapolis),POROS MFG Decrement Tag Usage (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,19-Dec-23,,,,,LI MFG - Covers process and expectations of using decrement tags for inventory control.,SKU-1673955,Y,,No,Days,28,Event,Days,90,Event,,
ELEARN LSG-BED-MFG-LI-0051 (Rev A - 27/Oct/2020 11:00 AM America/Indianapolis),POROS PTS Operation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,27-Oct-20,,,,,LI MFG - Training covers: Basic Safety and Best PracticesReference DocumentsEquipmentThe PTSGrounding the Mobile PTSSetting up the PTSCharging with the PTS,SKU-1673956,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0052 (Rev A - 05/Dec/2019 10:00 AM America/Indianapolis),POROS Secondary Verification(Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,5-Dec-19,,,,,LI MFG - Training covers criteria and expectations around providing secondaries for large scale operations,SKU-1673957,Y,,No,Days,28,Event,Days,90,Event,,
ELEARN LSG-BED-MFG-LI-0053 (Rev A - 20/Sep/2022 11:00 AM America/Indianapolis),R450 Sieving Process (Sample Prep) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,20-Sep-22,,,,,"LI MFG - Training covers setup, process, disposal and labeling for R450 sampling.",SKU-1673958,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0054 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),Sample Submission (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI MFG - A basic Learn It Test For Sample Submission,SKU-1673959,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0055 (Rev B - 04/Nov/2025 09:45 AM America/Indianapolis),Sulfuric Acid Filtrate Spectramax Testing (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,4-Nov-25,,,,,"LI MFG - This training will cover the proper method for collecting Acid Wash filtrate samples in the HS250 process, how to test these samples on the Spectramax instrument for fluorescence, and how to report these results.",SKU-1673960,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0056 (Rev A - 01/May/2024 11:00 AM America/Indianapolis),Use of Screen Template Guide (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,1-May-24,,,,,"LI MFG - Training to cover benefits of using a template, how to prep and use template on screens, as well as tips on what to avoid.",SKU-1673961,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0057 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),Dryer Vessel Cleaning (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,LI MFG - Training covers steps of cleaning small and large dryers,SKU-1673962,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0058 (Rev A - 21/Oct/2022 11:00 AM America/Indianapolis),Vessel to Vessel Product Transfer (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,21-Oct-22,,,,,LI MFG - Training covers how to setup and perform a transfer of POROS slurry from one Nutsche to another for non-routine processess (ex: screen tare),SKU-1673963,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0059 (Rev A - 03/Aug/2020 11:00 AM America/Indianapolis),XQ APTAC Stripping Large Scale (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,3-Aug-20,,,,,LI MFG - Training covers:Basic Safety and Best PracticesReference DocumentsEquipment & MaterialsProcess Overview Stripping Column AssemblyTurbidity Testing OverviewAPTAC StrippingCleaning,SKU-1673964,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0060 (Rev A - 13/Nov/2024 10:00 AM America/Indianapolis),Assessing a Screen Tear (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-24,,,,,LI MFG - Training to cover:Identify Potential Need for Screen ChangeInspection of FiltratesInspection of Waste Line FilterInspection of Bag FilterEscalation,SKU-1673965,Y,,No,Days,28,Event,Days,365,Event,,
ELEARN LSG-BED-MFG-LI-0061 (Rev A - 16/Aug/2021 11:00 AM America/Indianapolis),MFG Batch Record Review (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,16-Aug-21,,,,,LI MFG - Covers common issues found during MFG batch record review,SKU-1673966,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0062 (Rev A - 27/Mar/2025 12:00 AM America/Indianapolis),POROS Waste Station Filter Bag Change Out (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,18-Aug-25,A,No,18-Aug-25,,,,,"LI MFG - Covers PPE, safety, line blow down, how to open filter basket, filter bag change and proper closing.",SKU-1695246,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0063 (Rev A - 20/Aug/2025 11:15 AM America/Indianapolis),Heel Filter Operation and Safety (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,20-Aug-25,A,No,20-Aug-25,,,,,LI MFG - Covers how to properly/safely transport the vessel; the importance of nitrogen blowdown; PPE requirements; and cleaning ergonomics/procedure.,SKU-1695538,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-LI-0064 (Rev A - 15/Dec/2025 01:36 PM America/Indianapolis),"In-Process Cerium on Spectramax Test MFG Data Review (Bedford and Chelmsford MA Sites)
",BED,REQ,,,Yes,No,15-Dec-25,A,No,15-Dec-25,,,,,LI MFG - Covers expectations for reviewing test data for the cerium test on Spectramax in-process test. Reviewers limited to those that have trained to performing test and team Supervisors/leads. ,SKU-1720096,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-ONL-0001 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Technology Video (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,High level overview of POROS bead structure and use.,SKU-1674063,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFG-ONL-0002 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Product Tree (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,,,,,POROS product tree to see relationship between intermediates and coated finished goods,SKU-1674064,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0001 (Rev A - 05/Jan/2023 10:00 AM America/Indianapolis),2P Vent Condenser Procedure (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,5-Jan-23,,,,,(LI) POROS MFG - Slide Deck to cover:EquipmentTank LocationDiagnosing and navigation to the vent condenser tank in Delta VProcess/Procedural TrainingProperly emptying the vent condenser collection tankBest practices/Safety,SKU-1674065,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0002 (Rev A - 13/Dec/2019 10:00 AM America/Indianapolis),A-12 Classifier Operation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Dec-19,,,,,(LI) POROS MFG - Overview for running the A-12 Classifier for small scale R bead sizing.,SKU-1674066,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0003 (Rev A - 22/Feb/2021 10:00 AM America/Indianapolis),BDX - PAO/PCH Screening (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Feb-21,,,,,(LI) POROS MFG - A basic Learn It Test For BDX - PAO/PCH Screening,SKU-1674067,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0004 (Rev A - 29/Oct/2020 11:00 AM America/Indianapolis),BDX - PASA Tank & Column Cleaning (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Oct-20,,,,,(LI) POROS MFG - A basic Learn It Test For BDX - PASA Tank & Column Cleaning,SKU-1674068,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0005 (Rev A - 22/Oct/2020 11:00 AM America/Indianapolis),BDX - SAM Processing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,22-Oct-20,,,,,(LI) POROS MFG - A basic Learn It Test For BDX - SAM Processing,SKU-1674069,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0006 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Fume hood solvent dispense valve training (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI MFG - FUME HOOD FH-2140 SOLVENT DISPENSING UPDATED PROCEDURE,SKU-1674070,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGB-LI-0007 (Rev A - 06/Dec/2019 10:00 AM America/Indianapolis),Vent Condenser Training - 2 Preston Court (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,6-Dec-19,,,,,LI MFG - Training covers how to empty the vent condenser tank,SKU-1674071,Y,,No,Days,28,Event,Days,365,Event,,
ELEARN LSG-BED-MFGC-LI-0001 (Rev A - 07/Nov/2022 10:00 AM America/Indianapolis),220 Mill Rd Process Vacuum System (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,7-Nov-22,,,,,"(LI) POROS MFG - Overview of the process vacuum system at 220 Mill Chelmsford site.To cover: location of vacuums, functionalities of oxygen panel and vacuum pressure control valve and N2 pressure control valve.",SKU-1674098,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0002 (Rev A - 11/Nov/2022 10:00 AM America/Indianapolis),220 Mill Sulfuric Acid System (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,11-Nov-22,,,,,"(LI) POROS MFG - Training covers the acid systems V-5650 and V-5670.Includes locations, E-stop and drip pan, make up and waste as well as safety information.",SKU-1674099,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0003 (Rev A - 02/May/2022 11:00 AM America/Indianapolis),Chelmsford Nitrogen System (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,2-May-22,,,,,LI MFG - Overview of the 220 Mill Rd facility N2 system for operators,SKU-1674100,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0004 (Rev A - 11/May/2022 11:00 AM America/Indianapolis),CHM Compressed Air (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,11-May-22,,,,,LI MFG - Overview of the 220 Mill Rd facility compressed air system for operators,SKU-1674101,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0005 (Rev A - 09/Jan/2025 10:00 AM America/Indianapolis),CHM Elutriation Transfer Line Cleaning (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,9-Jan-25,,,,,LI MFG - Overview and expectations for cleaning elutriation transfer lines after use.,SKU-1674102,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0006 (Rev A - 20/Dec/2022 10:00 AM America/Indianapolis),CHM Feed Manifolds (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,20-Dec-22,,,,,"LI MFG - Related to PID-217, 317 & 417. The purpose of this Learn It is to outline the Chelmsford suite 1, 2 & 3 nutsche filter feed manifolds",SKU-1674103,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0007 (Rev A - 09/Nov/2022 10:00 AM America/Indianapolis),CHM Fume Hood Drum Station (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,9-Nov-22,,,,,"LI MFG - Training will go over:locations, air flow monitor, pot scale/drum scale operation and 3way valve for solvent drop",SKU-1674104,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0008 (Rev A - 09/May/2023 11:00 AM America/Indianapolis),CHM Organic/Aqueous Organic Waste System (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,9-May-23,,,,,LI MFG - Training focused on waste system (PID-588 & 598),SKU-1674105,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0009 (Rev A - 15/Nov/2022 10:00 AM America/Indianapolis),CHM Waste Manifolds (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-22,,,,,"LI MFG - Covers an overview of 220 Mill Rd Chelmsford site waste manifolds related to PI-218, 318 & 418",SKU-1674106,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MFGC-LI-0010 (Rev A - 19/Dec/2022 10:00 AM America/Indianapolis),CHM Waste Neutralization System (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,19-Dec-22,,,,,LI MFG - Overview of the Chelmsford 220 Mill site waste neutralization system.,SKU-1674107,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0001 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Calibration System Overview (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - A basic Learn It Test For Calibration System Overview,SKU-1674110,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0002 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Caliper Training (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - A basic Learn It Test For Caliper Training,SKU-1674111,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0003 (Rev A - 10/Nov/2022 10:00 AM America/Indianapolis),Delta V User Review (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,10-Nov-22,,,,,LI Maintenance - Training to cover how to generate the report for review and actions,SKU-1674112,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0004 (Rev A - 03/Aug/2020 11:00 AM America/Indianapolis),DeltaV Change Control Process (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,3-Aug-20,,,,,LI Maintenance - A basic Learn It Test For DeltaV Change Control Process,SKU-1674113,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0005 (Rev A - 07/Jun/2024 11:00 AM America/Indianapolis),LEL Meter Verification (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,7-Jun-24,,,,,LI Maintenance - Verification of proper function and accuracy of RKI Eagle LEL Meter,SKU-1674114,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0006 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Maintenance - O2 Sensor Verification (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - A basic Learn It for O2 sensor verification process,SKU-1674115,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0007 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Maintenance Request Form Submission (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - Overview of how to properly fill out and submit a work order request,SKU-1674116,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0008 (Rev B - 24/Oct/2022 11:00 AM America/Indianapolis),Nutsche Screen Install (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,24-Oct-22,,,,,LI Maintenance - Proper installation of screen hardware,SKU-1674117,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0009 (Rev A - 03/Aug/2020 11:00 AM America/Indianapolis),Pony Chiller (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,3-Aug-20,,,,,LI Maintenance - This training will walk through a high level overview of how to work through all the necessary pages that can be found on the pony chiller PLC,SKU-1674118,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0010 (Rev A - 06/Aug/2021 11:00 AM America/Indianapolis),Powerflex 40 Frequency Drive Parameter Programming (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,6-Aug-21,,,,,LI Maintenance - Training covers maintenance VFD programming,SKU-1674119,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0011 (Rev A - 18/Aug/2021 11:00 AM America/Indianapolis),Proper Operation of Drymate Couplings (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,18-Aug-21,,,,,LI Maintenance - This training reviews the proper operation and maintenance of Banjo Brand Drymate couplings.,SKU-1674120,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0012 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Rotovap Mainboard Install (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - A basic Learn It Test For Rotovap Mainboard Install,SKU-1674121,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0013 (Rev A - 01/Feb/2024 10:00 AM America/Indianapolis),RTD Verification (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,1-Feb-24,,,,,LI Maintenance - Full understanding of how to verify the RTD probes are working properly.,SKU-1674122,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0014 (Rev A - 14/Feb/2020 10:00 AM America/Indianapolis),Sonication Installation Procedure (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,14-Feb-20,,,,,LI Maintenance - A basic Learn It Test For Sonication Installation Procedure,SKU-1674123,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0015 (Rev A - 03/Jan/2024 10:00 AM America/Indianapolis),Strahman Slurry Valve Maintenance (Pfaudler) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,3-Jan-24,,,,,"LI Maintenance - Guidance for cleaning, rebuilding and reinstalling of Strahman slurry valves on Pfaudler Nutsches.",SKU-1674124,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0016 (Rev A - 01/Feb/2024 10:00 AM America/Indianapolis),TREX Communicator Trim Calibration (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,1-Feb-24,,,,,LI Maintenance - A full understanding of how to calibrate RTD probes with the Trex Communicator,SKU-1674125,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNT-LI-0017 (Rev A - 03/Jan/2024 10:00 AM America/Indianapolis),Strahman Slurry Valve Maintenance (Steri) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,3-Jan-24,,,,,"LI Maintenance - Guidance for cleaning, rebuilding and reinstalling of Strahman slurry valves on Steri Nutsches.",SKU-1674126,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNTB-LI-0001 (Rev A - 15/Nov/2019 10:00 AM America/Indianapolis),Waste Water Acid Addition (Bedford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,15-Nov-19,,,,,LI Maintenance - Covers the 2 Preston Court Sulfuric Acid addition process for waste water management,SKU-1674127,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNTB-LI-0002 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),Waste Water pH Probe Calibration (Bedford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,LI Maintenance - Training covers the 2 Preston Court waste water probe calibration procedure.,SKU-1674128,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNTB-LI-0004 (Rev A - 14/Feb/2020 10:00 AM America/Indianapolis),Penthouse Leak Containment Berm (Bedford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,14-Feb-20,,,,,LI Maintenance - Training covers importance and use of penthouse leak containment berm at 2 Preston Court.,SKU-1674129,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MNTC-LI-0001 (Rev A - 11/Mar/2024 11:00 AM America/Indianapolis),CHM Maintenance Interlock and Permissive (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,11-Mar-24,,,,,"LI Maintenance - Overview of Delta V interlocks, bypass log and permissives for maintenance reference in Chelmsford.",SKU-1674130,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0001 (Rev A - 05/Jun/2020 11:00 AM America/Indianapolis),Assay Development & Validation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,5-Jun-20,,,,,"(LI) MSE - Description of basic steps for completion of assay validation plan and report.  Tips on resources- software, templates and forms needed, how to access them",SKU-1674131,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0002 (Rev A - 11/Nov/2022 10:00 AM America/Indianapolis),Cleaning Validation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,11-Nov-22,,,,,"LI Maintenance - Training to cover aseptic sampling of RODI water from various pieces of manufacturing equipment, Gowning Requirements, sampling technique, location of consumables, instructions on how to store and ship samples",SKU-1674132,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0003 (Rev A - 10/Jun/2024 11:00 AM America/Indianapolis),Digital Heating Shaking Drybath (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,10-Jun-24,,,,,LI MSE - How to use digital heating shaking drybath for organic extractions and epoxide density tests.,SKU-1674754,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0004 (Rev A - 12/May/2022 11:00 AM America/Indianapolis),IQOQ Standard Work (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,12-May-22,,,,,"LI MSE - Tips for Spare parts, PMs and Calibration",SKU-1674133,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0005 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),MSE - Process Change Validation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,"LI MSE - To establish a standard practice for initiating and completing validation of process changesThis training content does not apply to New Product Introductions, Process Scale Ups or Custom ProductsReference other training content:NPIScale UpCustoms",SKU-1674134,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MSE-LI-0006 (Rev B - 08/Nov/2023 10:00 AM America/Indianapolis),Validation Basics (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,8-Nov-23,,,,,LI MSE - A basic Learn It Test For Validation Basics,SKU-1674135,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MTN-LI-0001 (Rev A - 07/Mar/2024 10:00 AM America/Indianapolis),BED/CHM RTD Removal/Installation (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,7-Mar-24,,,,,(LI) Maintenance - How to properly remove and install an RTD into a vessel,SKU-1674138,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MTN-LI-0002 (Rev A - 29/Jun/2023 11:00 AM America/Indianapolis),Agitator Shaft Change - EP/ORP/SON (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A,No,29-Jun-23,,,,,"(LI) Maintenance - How to change the seal for the EP waste tank, organic phase reactor tank, and sonication vessel",SKU-1674139,Y,,No,Days,28,Event,,,,,
ELEARN LSG-BED-MTN-ONL-0001 (Rev A - 05/Dec/2025 01:56 PM America/Indianapolis),"Scissor Lift 3a Operator Online Course (Bedford and Chelmsford MA Sites)
",BED,REQ,,,Yes,No,5-Dec-25,A,No,5-Dec-25,,,,,Link to united rentals 3-4 hour online course. This is a pre-req for completing the practical classroom requirement. See curriculum description for signup details.,SKU-1717794,Y,,No,Days,365,Event,Days,1095,Event,,
ELEARN LSG-BED-MTNB-LI-0001 (Rev A - 13/Nov/2019 10:00 AM America/Indianapolis),2 Preston freezer/cooler door alarms (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,A,No,13-Nov-19,,,,,(LI) Maintenance - For all employees of 2 Preston Court to be aware of cooler alarms.,SKU-1674161,Y,,No,Days,28,Event,,,,,
